onset	duration	trial_type	stim_file	prompt	response	response_time
3.008	1.5	Self	stimuli/task-sorpf/self.png	studious	1	0.932
7.981	1.5	Self	stimuli/task-sorpf/self.png	popular	2	1.332
12.621	1.5	Self	stimuli/task-sorpf/self.png	pulls_pranks	2	0.69
17.567999999999998	1.5	Self	stimuli/task-sorpf/self.png	fast_learner	1	0.605
22.101	1.5	Self	stimuli/task-sorpf/self.png	has_weird_hobbies	1	1.266
27.075	1.5	Self	stimuli/task-sorpf/self.png	has_good_hair	1	0.731
31.848000000000006	1.5	Self	stimuli/task-sorpf/self.png	conscientious	1	0.546
36.742	1.5	Self	stimuli/task-sorpf/self.png	goofs_off	2	0.885
41.488	1.5	Self	stimuli/task-sorpf/self.png	has_a_great_personality	1	1.4580000000000002
48.328	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Right100.jpg	n/a	n/a	n/a
52.635	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Left100.jpg	n/a	n/a	n/a
56.342	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Right100.jpg	n/a	n/a	n/a
59.142	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/RightInCon.jpg	n/a	n/a	n/a
62.448	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/LeftInCon.jpg	n/a	n/a	n/a
66.848	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/RightInCon.jpg	n/a	2	0.6990000000000001
79.488	1.5	Other	stimuli/task-sorpf/characters/JoyceByers.png	JoyceByers_closed_off	1	0.977
84.34200000000001	1.5	Other	stimuli/task-sorpf/characters/JonathanByers.png	JonathanByers_proper	1	1.514
88.86200000000002	1.5	Other	stimuli/task-sorpf/characters/MikeWheeler.png	MikeWheeler_cheats_on_tests	2	0.657
93.835	1.5	Other	stimuli/task-sorpf/characters/SteveHarrington.png	SteveHarrington_helps_others	1	1.35
98.489	1.5	Other	stimuli/task-sorpf/characters/JimHopper.png	JimHopper_fun-loving	2	0.8220000000000001
103.075	1.5	Other	stimuli/task-sorpf/characters/DustinHenderson.png	DustinHenderson_fast_learner	1	0.917
107.609	1.5	Other	stimuli/task-sorpf/characters/LucasSinclair.png	LucasSinclair_has_gross_body_odor	2	0.6859999999999999
112.609	1.5	Other	stimuli/task-sorpf/characters/Eleven.png	Eleven_easy_to_talk_to	2	0.557
117.582	1.5	Other	stimuli/task-sorpf/characters/NancyWheeler.png	NancyWheeler_sneaky	1	1.475
124.489	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/RightInCon.jpg	n/a	n/a	n/a
128.289	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/RightInCon.jpg	n/a	n/a	n/a
131.995	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Right100.jpg	n/a	2	0.556
134.995	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/LeftInCon.jpg	n/a	1	0.6729999999999999
139.195	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Left100.jpg	n/a	n/a	n/a
143.502	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Left100.jpg	n/a	1	0.674
158.209	1.5	Malleable	stimuli/task-sorpf/strangers/erik-lucatero-d2MSDujJl2g-unsplash.png	erik-lucatero-d2MSDujJl2g-unsplash_pulls_pranks	1	0.828
163.702	1.5	Malleable	stimuli/task-sorpf/strangers/oliver-ragfelt-s5zc3NyWVRI-unsplash.png	oliver-ragfelt-s5zc3NyWVRI-unsplash_fun-loving	1	1.533
168.676	1.5	Malleable	stimuli/task-sorpf/strangers/ratiu-bia-7fzINre0NQE-unsplash.png	ratiu-bia-7fzINre0NQE-unsplash_concerned	1	1.725
173.889	1.5	Malleable	stimuli/task-sorpf/strangers/austin-human-Ec7cHN7ofi0-unsplash.png	austin-human-Ec7cHN7ofi0-unsplash_thinks_analytically	1	1.6369999999999998
179.449	1.5	Malleable	stimuli/task-sorpf/strangers/azamat-zhanisov-kWKcLFCHD6w-unsplash.png	azamat-zhanisov-kWKcLFCHD6w-unsplash_competitive	1	0.873
185.022	1.5	Malleable	stimuli/task-sorpf/strangers/emile-guillemot-LSP9Tpavbms-unsplash.png	emile-guillemot-LSP9Tpavbms-unsplash_honest	2	0.826
190.076	1.5	Malleable	stimuli/task-sorpf/strangers/kelly-sikkema-JN0SUcTOig0-unsplash.png	kelly-sikkema-JN0SUcTOig0-unsplash_sensitive	2	1.202
195.836	1.5	Malleable	stimuli/task-sorpf/strangers/stefan-stefancik-QXevDflbl8A-unsplash.png	stefan-stefancik-QXevDflbl8A-unsplash_conscientious	2	1.161
200.796	1.5	Malleable	stimuli/task-sorpf/strangers/luis-villasmil-hh3ViD0r0Rc-unsplash.png	luis-villasmil-hh3ViD0r0Rc-unsplash_studious	1	0.7040000000000001
206.822	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Right100.jpg	n/a	n/a	n/a
210.929	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/LeftInCon.jpg	n/a	1	0.6459999999999999
214.436	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/LeftInCon.jpg	n/a	1	0.687
217.636	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/RightInCon.jpg	n/a	2	0.609
221.836	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Left100.jpg	n/a	1	0.633
