onset	duration	trial_type	stim_file	prompt	response	response_time
3.009	1.5	Self	stimuli/task-sorpf/self.png	thinks_analytically	1	0.17600000000000002
7.742000000000001	1.5	Self	stimuli/task-sorpf/self.png	concerned	1	0.69
12.689	1.5	Self	stimuli/task-sorpf/self.png	friendless	2	0.5489999999999999
17.542	1.5	Self	stimuli/task-sorpf/self.png	vain	2	0.966
22.462	1.5	Self	stimuli/task-sorpf/self.png	honest	1	0.495
27.062	1.5	Self	stimuli/task-sorpf/self.png	socially_awkward	1	0.461
31.689	1.5	Self	stimuli/task-sorpf/self.png	driven	1	0.67
36.449	1.5	Self	stimuli/task-sorpf/self.png	a_good_leader	2	0.619
43.382	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Right100.jpg	n/a	2	0.61
46.982	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Right100.jpg	n/a	n/a	n/a
50.395	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/RightInCon.jpg	n/a	n/a	n/a
53.302	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Right100.jpg	n/a	2	0.411
56.702	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/RightInCon.jpg	n/a	1	0.46
73.222	1.5	Other	stimuli/task-sorpf/characters/LucasSinclair.png	LucasSinclair_good_hair	1	0.502
78.209	1.5	Other	stimuli/task-sorpf/characters/DustinHenderson.png	DustinHenderson_too_skinny	2	0.342
82.902	1.5	Other	stimuli/task-sorpf/characters/NancyWheeler.png	NancyWheeler_a_good_leader	2	0.542
87.569	1.5	Other	stimuli/task-sorpf/characters/Eleven.png	Eleven_very_stylish	2	0.409
92.156	1.5	Other	stimuli/task-sorpf/characters/JimHopper.png	JimHopper_competitive	1	0.389
96.876	1.5	Other	stimuli/task-sorpf/characters/SteveHarrington.png	SteveHarrington_critical	1	0.527
101.542	1.5	Other	stimuli/task-sorpf/characters/MikeWheeler.png	MikeWheeler_concerned	1	0.547
106.303	1.5	Other	stimuli/task-sorpf/characters/JonathanByers.png	JonathanByers_smart	1	0.525
