onset	duration	trial_type	stimulus_pair	trial_number	correct_response	response	response_time	stim_file_left	stim_file_right	stim_type_left	stim_type_right
8.079	2.5	Testing	BC	61	2	C	0.856	stimuli/5.jpeg	stimuli/6.jpeg	B	C
12.979000000000001	2.5	Testing	BD	62	1	B	2.395	stimuli/5.jpeg	stimuli/3.jpeg	B	D
17.079	2.5	Testing	BE	63	1	E	0.84	stimuli/1.jpeg	stimuli/5.jpeg	E	B
22.579	2.5	Testing	AE	64	1	E	1.04	stimuli/1.jpeg	stimuli/2.jpeg	E	A
28.279	2.5	Testing	BC	65	2	C	1.042	stimuli/5.jpeg	stimuli/6.jpeg	B	C
32.779	2.5	Testing	BD	66	1	B	1.037	stimuli/5.jpeg	stimuli/3.jpeg	B	D
36.279	2.5	Testing	DE	67	1	E	1.084	stimuli/1.jpeg	stimuli/3.jpeg	E	D
41.778999999999996	2.5	Testing	DE	68	2	E	0.743	stimuli/3.jpeg	stimuli/1.jpeg	D	E
45.879	2.5	Testing	BD	69	1	D	1.06	stimuli/3.jpeg	stimuli/5.jpeg	D	B
51.57899999999999	2.5	Testing	CF	70	2	C	0.845	stimuli/4.jpeg	stimuli/6.jpeg	F	C
56.479	2.5	Testing	AC	71	1	C	0.843	stimuli/6.jpeg	stimuli/2.jpeg	C	A
60.979	2.5	Testing	BF	72	2	B	0.746	stimuli/4.jpeg	stimuli/5.jpeg	F	B
64.479	2.5	Testing	CF	73	1	C	0.7609999999999999	stimuli/6.jpeg	stimuli/4.jpeg	C	F
69.979	2.5	Testing	AC	74	2	C	0.605	stimuli/2.jpeg	stimuli/6.jpeg	A	C
74.079	2.5	Testing	BD	75	1	B	0.7979999999999999	stimuli/5.jpeg	stimuli/3.jpeg	B	D
78.579	2.5	Testing	BC	76	1	C	0.9079999999999999	stimuli/6.jpeg	stimuli/5.jpeg	C	B
84.28	2.5	Testing	AD	77	2	A	0.8759999999999999	stimuli/3.jpeg	stimuli/2.jpeg	D	A
89.18	2.5	Testing	BD	78	2	B	1.082	stimuli/3.jpeg	stimuli/5.jpeg	D	B
92.68	2.5	Testing	BC	79	1	C	0.9329999999999999	stimuli/6.jpeg	stimuli/5.jpeg	C	B
98.38	2.5	Testing	BF	80	2	B	0.93	stimuli/4.jpeg	stimuli/5.jpeg	F	B
101.88	2.5	Testing	AC	81	2	C	0.787	stimuli/2.jpeg	stimuli/6.jpeg	A	C
106.38	2.5	Testing	BE	82	2	E	0.7120000000000001	stimuli/5.jpeg	stimuli/1.jpeg	B	E
110.48	2.5	Testing	DF	83	2	F	1.155	stimuli/3.jpeg	stimuli/4.jpeg	D	F
115.38	2.5	Testing	CE	84	2	E	0.573	stimuli/6.jpeg	stimuli/1.jpeg	C	E
120.88	2.5	Testing	DF	85	2	F	0.82	stimuli/3.jpeg	stimuli/4.jpeg	D	F
125.38	2.5	Testing	DF	86	1	F	1.3019999999999998	stimuli/4.jpeg	stimuli/3.jpeg	F	D
131.08	2.5	Testing	AC	87	2	C	0.718	stimuli/2.jpeg	stimuli/6.jpeg	A	C
135.98	2.5	Testing	DE	88	2	E	0.525	stimuli/3.jpeg	stimuli/1.jpeg	D	E
140.08	2.5	Testing	BD	89	2	B	0.741	stimuli/3.jpeg	stimuli/5.jpeg	D	B
145.58	2.5	Testing	AF	90	1	F	0.883	stimuli/4.jpeg	stimuli/2.jpeg	F	A
149.08	2.5	Testing	AF	91	1	F	1.3419999999999999	stimuli/4.jpeg	stimuli/2.jpeg	F	A
153.98	2.5	Testing	BC	92	2	B	0.557	stimuli/6.jpeg	stimuli/5.jpeg	C	B
159.48	2.5	Testing	DE	93	2	E	0.614	stimuli/3.jpeg	stimuli/1.jpeg	D	E
162.98	2.5	Testing	AD	94	1	A	0.682	stimuli/2.jpeg	stimuli/3.jpeg	A	D
167.08	2.5	Testing	BC	95	1	B	0.8440000000000001	stimuli/5.jpeg	stimuli/6.jpeg	B	C
171.58	2.5	Testing	BD	96	1	B	1.094	stimuli/5.jpeg	stimuli/3.jpeg	B	D
177.28	2.5	Testing	AF	97	2	F	1.052	stimuli/2.jpeg	stimuli/4.jpeg	A	F
181.78	2.5	Testing	BF	98	2	F	1.103	stimuli/5.jpeg	stimuli/4.jpeg	B	F
185.88	2.5	Testing	AD	99	2	A	0.86	stimuli/3.jpeg	stimuli/2.jpeg	D	A
190.78099999999998	2.5	Testing	CF	100	1	C	0.5820000000000001	stimuli/6.jpeg	stimuli/4.jpeg	C	F
194.28	2.5	Testing	BF	101	2	F	1.203	stimuli/5.jpeg	stimuli/4.jpeg	B	F
199.78099999999998	2.5	Testing	AC	102	2	C	0.835	stimuli/2.jpeg	stimuli/6.jpeg	A	C
205.481	2.5	Testing	BE	103	1	E	0.9209999999999999	stimuli/1.jpeg	stimuli/5.jpeg	E	B
210.981	2.5	Testing	BE	104	2	E	0.469	stimuli/5.jpeg	stimuli/1.jpeg	B	E
216.68099999999998	2.5	Testing	DF	105	2	F	0.8270000000000001	stimuli/3.jpeg	stimuli/4.jpeg	D	F
220.18099999999998	2.5	Testing	AD	106	1	A	0.9470000000000001	stimuli/2.jpeg	stimuli/3.jpeg	A	D
224.68099999999998	2.5	Testing	AD	107	2	A	0.802	stimuli/3.jpeg	stimuli/2.jpeg	D	A
228.78099999999998	2.5	Testing	BC	108	1	C	0.946	stimuli/6.jpeg	stimuli/5.jpeg	C	B
233.68099999999998	2.5	Testing	BD	109	2	B	0.7020000000000001	stimuli/3.jpeg	stimuli/5.jpeg	D	B
238.18099999999998	2.5	Testing	BD	110	2	D	0.583	stimuli/5.jpeg	stimuli/3.jpeg	B	D
