onset	duration	trial_type	stim_file	prompt	response	response_time
3.012	1.5	Self	stimuli/task-sorpf/self.png	pulls_pranks	2	0.395
7.9860000000000015	1.5	Self	stimuli/task-sorpf/self.png	conscientious	1	0.364
12.532	1.5	Self	stimuli/task-sorpf/self.png	proper	1	0.313
17.213	1.5	Self	stimuli/task-sorpf/self.png	critical	1	0.335
21.959	1.5	Self	stimuli/task-sorpf/self.png	a_good_leader	1	0.51
26.666	1.5	Self	stimuli/task-sorpf/self.png	has_a_best_friend	1	0.476
31.533	1.5	Self	stimuli/task-sorpf/self.png	friendly	1	0.374
36.066	1.5	Self	stimuli/task-sorpf/self.png	has_a_great_personality	1	0.459
42.826	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Right100.jpg	n/a	2	0.528
45.733	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Left100.jpg	n/a	1	0.363
48.533	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/LeftInCon.jpg	n/a	1	0.457
52.639	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/RightInCon.jpg	n/a	2	0.482
55.239	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/RightInCon.jpg	n/a	2	0.546
70.08	1.5	Other	stimuli/task-sorpf/characters/MikeWheeler.png	MikeWheeler_sneaky	2	0.954
74.96	1.5	Other	stimuli/task-sorpf/characters/NancyWheeler.png	NancyWheeler_thinks_analytically	2	0.269
79.48	1.5	Other	stimuli/task-sorpf/characters/SteveHarrington.png	SteveHarrington_in_good_shape	1	0.375
84.413	1.5	Other	stimuli/task-sorpf/characters/DustinHenderson.png	DustinHenderson_closed_off	2	0.281
89.066	1.5	Other	stimuli/task-sorpf/characters/Eleven.png	Eleven_driven	1	0.28
93.906	1.5	Other	stimuli/task-sorpf/characters/LucasSinclair.png	LucasSinclair_smart	1	0.428
98.706	1.5	Other	stimuli/task-sorpf/characters/JoyceByers.png	JoyceByers_studious	2	0.316
103.32	1.5	Other	stimuli/task-sorpf/characters/JimHopper.png	JimHopper_anxious	2	0.331
109.92	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Left100.jpg	n/a	1	0.522
114.32	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Right100.jpg	n/a	2	0.377
117.427	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Left100.jpg	n/a	1	0.448
121.427	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Right100.jpg	n/a	2	0.364
125.533	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/LeftInCon.jpg	n/a	1	0.503
142.32	1.5	Malleable	stimuli/task-sorpf/strangers/erik-lucatero-d2MSDujJl2g-unsplash.png	erik-lucatero-d2MSDujJl2g-unsplash_pulls_pranks	1	0.517
147.56	1.5	Malleable	stimuli/task-sorpf/strangers/oliver-ragfelt-s5zc3NyWVRI-unsplash.png	oliver-ragfelt-s5zc3NyWVRI-unsplash_fun-loving	1	0.37
152.827	1.5	Malleable	stimuli/task-sorpf/strangers/ratiu-bia-7fzINre0NQE-unsplash.png	ratiu-bia-7fzINre0NQE-unsplash_concerned	1	0.375
