onset	duration	trial_type	stim_file	prompt	response	response_time
3.01	1.5	Self	stimuli/task-sorpf/self.png	tells_lies	2	0.753
7.716	1.5	Self	stimuli/task-sorpf/self.png	passionate	1	0.504
12.476	1.5	Self	stimuli/task-sorpf/self.png	concerned	1	0.804
17.33	1.5	Self	stimuli/task-sorpf/self.png	has_weird_hobbies	1	0.674
22.116	1.5	Self	stimuli/task-sorpf/self.png	mean	2	0.52
26.996	1.5	Self	stimuli/task-sorpf/self.png	cheats_on_tests	2	0.508
31.556	1.5	Self	stimuli/task-sorpf/self.png	socially_awkward	2	0.494
36.556	1.5	Self	stimuli/task-sorpf/self.png	has_a_weird_nose	1	0.52
43.423	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Right100.jpg	n/a	2	0.6920000000000001
46.343	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/RightInCon.jpg	n/a	2	0.677
48.863	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/LeftInCon.jpg	n/a	1	0.5
52.663	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/LeftInCon.jpg	n/a	1	0.5
56.97	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Right100.jpg	n/a	2	0.3670000000000001
72.97	1.5	Other	stimuli/task-sorpf/characters/JimHopper.png	JimHopper_has_gross_body_odor	1	0.996
77.783	1.5	Other	stimuli/task-sorpf/characters/SteveHarrington.png	SteveHarrington_sneaky	1	0.5479999999999999
82.62299999999998	1.5	Other	stimuli/task-sorpf/characters/MikeWheeler.png	MikeWheeler_funny	1	0.5579999999999999
87.62299999999998	1.5	Other	stimuli/task-sorpf/characters/NancyWheeler.png	NancyWheeler_fun-loving	1	0.698
92.477	1.5	Other	stimuli/task-sorpf/characters/LucasSinclair.png	LucasSinclair_has_weird_hobbies	2	1.068
97.077	1.5	Other	stimuli/task-sorpf/characters/Eleven.png	Eleven_apathetic	2	0.862
101.997	1.5	Other	stimuli/task-sorpf/characters/JonathanByers.png	JonathanByers_poor_hygeine	2	0.537
106.837	1.5	Other	stimuli/task-sorpf/characters/DustinHenderson.png	DustinHenderson_overweight	1	0.857
113.597	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Left100.jpg	n/a	1	0.562
116.397	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/LeftInCon.jpg	n/a	2	0.337
119.304	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/LeftInCon.jpg	n/a	1	0.59
123.61	0.8	Flanker-Congruent	stimuli/task-sorpf/arrows/Left100.jpg	n/a	1	0.491
126.61	0.8	Flanker-Incongruent	stimuli/task-sorpf/arrows/LeftInCon.jpg	n/a	1	0.5429999999999999
144.477	1.5	Malleable	stimuli/task-sorpf/strangers/erik-lucatero-d2MSDujJl2g-unsplash.png	erik-lucatero-d2MSDujJl2g-unsplash_pulls_pranks	1	0.637
149.744	1.5	Malleable	stimuli/task-sorpf/strangers/oliver-ragfelt-s5zc3NyWVRI-unsplash.png	oliver-ragfelt-s5zc3NyWVRI-unsplash_fun-loving	1	0.57
154.984	1.5	Malleable	stimuli/task-sorpf/strangers/ratiu-bia-7fzINre0NQE-unsplash.png	ratiu-bia-7fzINre0NQE-unsplash_concerned	1	0.461
160.317	1.5	Malleable	stimuli/task-sorpf/strangers/austin-human-Ec7cHN7ofi0-unsplash.png	austin-human-Ec7cHN7ofi0-unsplash_thinks_analytically	1	0.44
165.83700000000005	1.5	Malleable	stimuli/task-sorpf/strangers/azamat-zhanisov-kWKcLFCHD6w-unsplash.png	azamat-zhanisov-kWKcLFCHD6w-unsplash_competitive	1	0.654
